District,Cuisine,Reviews,Restaurant_Name,Rating,Cost,Wait_Time,Restuaruant_Link
Central,American,"Comments looked pretty good on openrice with quite a number of signature dishes. I had reserved a table for 2 a few days ago via openrice, with quite some expectations.On the day of our visit, it was pretty full. We were sent to 1/F (I didn't know there were 2 floors for this restaurant).The first impression was quite bad, as the waiter (the only waiter) wore a black face all the time. The waiter showed us to a table so close to the wall that we had to move the table out ourselves to get seated. We also asked the waiter something about the menu but he didn't really give any answers. We asked for serving us the fries without salt but it was discouraged as he said it was going to take very long.Anyway, here you go the lunch menu.Lunch Menu2Lunch MenuWe ordered 2 sets with a starter + main + drink + dessert with something different to try.Beef Barley Vegetable Soup 0Beef Barley Vegetable Soup Beef Barley Vegetable SoupWe asked the waiter what this soup was about before our orders and there was no response. I chose this over the soup of the day which was carrot soup anyway. The soup itself was ok, being rich in beef flavour with some vegetables. There were quite a lot of . Quite good as something complimentary.Green Salad0Green SaladGreen SaladThe waiter first brought me the carrot soup which wasn't my order. But he didn't take too long to serve me the Green Salad. It was reasonably fresh. A pass.Freshly Squeezed Pink Lemonade (Mixed Berry Lemonade)...0Freshly Squeezed Pink Lemonade (Mixed Berry Lemonade)...Freshly Squeezed Pink Lemonade (Mixed Berry Lemonade)We decided to try this pink lemonade when we saw that it was actually mixed berry lemonade (we found it from the menu rather than asking the waiter). It tasted ok and it was not too sweet at all, sufficient to balance the fries and the sandwich.Canadian sea urchin carbonara$ 2290Canadian sea urchin carbonara$ 229Canadian sea urchin carbonara$ 2290Canadian sea urchin carbonara$ 229Canadian sea urchin carbonaraHere you go one of the signatures with nice comments by so many people on openrice. The portion looked so small to be justified by the cost of $208+10% honestly! The sea urchin was fresh and delicious and big! I think I had hardly seen sea urchin as big as this. But that was it. It seemed that the sauce of the carbonara wasn't from sea urchin but just seafood. The pasta itself was ok, al dente but there was too much black pepper. There seemed to be some crispy bacon all over too. Overall it was tasty but seemed overpriced.Prime Rib ""DIP"" Sandwich (Full) with extra Crispy Onion and Raclette Cheese...$ 2270Prime Rib ""DIP"" Sandwich (Full) with extra Crispy Onion and Raclette Cheese...$ 227Prime Rib ""DIP"" Sandwich (Full) with extra Crispy Onion and Raclette Cheese...$ 2270Prime Rib ""DIP"" Sandwich (Full) with extra Crispy Onion and Raclette Cheese...$ 227Prime Rib ""DIP"" Sandwich (Full) with extra Crispy Onion and Raclette Cheese...$ 2270Prime Rib ""DIP"" Sandwich (Full) with extra Crispy Onion and Raclette Cheese...$ 227Prime Rib ""DIP"" Sandwich (Full) with extra Crispy Onion and Raclette Cheese, i.e. Slow-roasted USDA prime rib, au jus, creamy horseradish, ciabatta bread, seasoned fries, an appleWe asked the waiter what the soup was for, we were coldly told that it was for the sandwich what an answer.Disregarding the service, this one was really great! The ciabatta bread was so crispy, maybe one of the best I had ever had! The USDA prime rib was great, cooked pretty good being tender and juicy! With the extra crispy onion and Raclette cheese the whole thing was juicy enough. I suspected that it could have been too dry without these extras. Maybe which was why the soup was there for dipping. The soup was from beef broth and was ok too. The crispy onions were plentiful and tasty. The Raclette Cheese was delicious and not too salty as at 5019 Premium Factory last time. I could taste some mild portion of mustard in the sandwich. If there were more custard, it could have been even better. Definitely one of the best sandwiches I had never had!New York Cheesecake$ 500New York Cheesecake$ 50New York CheesecakeThe meal was for celebration. It was really appreciated they did decorate the plate for us as requested - thanks to the chef. However, the cheesecake was very so-so. The cheese was thick and hard. The tart base was thick and hard and not crunchy at all. But given the top-up cost of $45+10%, it was ok.Apple Crumble with Vanilla Ice Cream $ 500Apple Crumble with Vanilla Ice Cream $ 50Apple Crumble with Vanilla Ice CreamThis one was much better. The apple crumble was super hot with a lot of apples. The crumbles on top were also great. The vanilla ice cream went well with the crumbles. But the waiter just gave us one spoon each which was very hard to finish the desserts yet we dare not ask for a fork anymore....Overall, the signature Prime Rib sandwich was really great! A must-try dish indeed. The apple crumble with vanilla ice cream was pretty good too. I would say most of the cost of the meal went to the food itself rather than the service, environment or seating. Despite the quality of the food, I am doubtful that I would come back given the very unwelcoming service as there are so many other good choices in the same district at this price.",Westwood Carvery,nan,278,0,www.openrice.com/en/hongkong/restaurant/central-westwood-carvery/47057?tc=rvw2&con=rvw
Central,American,"We walked in for lunch on Friday in a group of two. We could easily get a table around 12:40p.m.The interior decoration of the restaurant was pretty nice. We occupied a round table near the front door which was quite a private and quiet corner of the restaurant.Lunch Menu0Lunch MenuThere seemed to be quite a number of different options on their lunch menu. I was not hungry and went for a 2-course lunch with grilled pork neck and white tuna.Bread0BreadThe bread was served to us very soon. It was a bit weird that a waitress took away our bread plate before we had started eating the bread...The bread had very crispy and thin crust yet soft interior. It was still slightly warm when eaten. The sauce, which I suspected to be some thick mayo sauce, was quite delicious.Grilled Pork Neck with Apricot Jam0Grilled Pork Neck with Apricot JamThere were 4 slices of pork neck. Some small bits of the pork neck slices were burnt. They were all cold when served. They were not particularly pleasing but probably ok as a starter. The combo with Apricot jam was a bit funny. I preferred Thai-style pork neck with crispy slices accompanied by sweet & sour/spicy sauce.White Tuna with black olive puree and baby artichokes...0White Tuna with black olive puree and baby artichokes...The presentation was pretty nice. The white tuna itself was quite big. It was crispy outside but not tender enough. In fact, it was a bit rough. It was appreciated that some crispy toppings were added to give different textures to the fish. The black olive puree was ok although I was never a fan of olive. Overall, I would say it was ok.Overall, the quality of the food was ok with no surprises. I would say that the quality was fair given the price. Service was ok. Environment and interior decoration were quite good. Could consider coming back for lunch later but definitely not high on my to-go list.",Craftsteak,3.1,152,0,www.openrice.com/en/hongkong/restaurant/central-craftsteak/16648?tc=rvw2&con=rvw
Central,American,"I had never thought about trying Shake Shack as this idea had been put off by the very very long queue, until a friend asked me to try as she said the line didn't seem as scary as before.It took us about 20 min to get our food during lunch hour on a week day and it was not so hard to find seats for 2 persons. We even managed to grab 2 indoor seats.Hamburger (Single)$ 380Hamburger (Single)$ 38Hamburger (Single)$ 380Hamburger (Single)$ 38I was not hungry so just ordered a hamburger with tomatoes, onions, pickles and lettuce to try. Sorry that the lettuce had basically covered up all the ingredients. The portion was larger than expected. The bread had a great texture which was slightly crispy outside but soft inside. The patty was quite juicy and thick. The whole thing didn't seem so oily with the plentiful vegetables. There was quite a generous amount of vegetables in the hamburger except for lettuce which was just a slice. Tomatoes, onions and pickles were at least 2 slices each.I tried one of the cheese fries my friend ordered. It was not particularly hot or tasted like freshly deep fried and I was a bit disappointed.Overall, I was quite pleased with the hamburger and may come back to try other food later .By the way, I was so surprised by their hand washing machine which automatically dispensed hand soap, then water, then even paper to dry your hands!",Shake Shack,4.2,38,20,www.openrice.com/en/hongkong/restaurant/central-shake-shack/568104?tc=rvw2&con=recRvw
Central,American,"After tasting the real Erica style bbq in the states I have always been on the look out for a similar taste in HK. So today I finally came to Roundhouse for a true BBQ experience. First look into this bar / restaurant you will notice their awesome, and I mean awesome selection of beers. From different locally crafted beer on tap to different bottled beer. It will be impossible for you not to be able to find something you like to go with those BBQ meat. So after we are done with our beer tasting and settled with our choice of beer, the meat has arrived! Ordered the combo today that comes with two choice of BBQ and two sides. Today I went with the brisket and their pulled pork, completed with Mac N cheese and coleslaw. Brisket has a great BBQ smoke flavored, perfectly cooked but slightly on the dry side unfortunately. Similarly situation with the pulled pork too. But overall not bad especially you have them with their house hot sauce. Mac N cheese was very nice and creamy, deep fried pickles and coleslaw did well in cutting through those meat and makes u wanna go back for more! Great place to down a few pint with some quality bbq on the side with your mates. Choose your weapon 1Choose your weapon Getting ready for Halloween 0Getting ready for Halloween BBQ combo - Great flavor but slightly on the dry side ...0BBQ combo - Great flavor but slightly on the dry side ...0House hot sauce was the best 0House hot sauce was the best",The Roundhouse Taproom,4.1,180,0,www.openrice.com/en/hongkong/restaurant/central-the-roundhouse-taproom/154904?tc=rvw2&con=rvw
Central,American,"Burger Circus. It's a burger place with a really nice restaurant design. You feel like your in a cable car. Waiters are dressed in stripes. And the name has circus in it. It makes you think ... can this place really give me a good burger? There are many times I wanted to give this place a try but boyfriend said can you really believe a good burger would come from a place with so many gimmicks?I nodded. He's probably right.Then I saw a blog mention that they were giving away a free cheeseburger one weekend. I showed boyfriend. And we headed out for lunch!The promotion was to test out their new and improved cheeseburger. What the old one tasted, I have no idea. But this was the new and improved version. It was for dine in only so we sat down. Glad we arrived early as it started to fill up with people wanting a free burger. Menu is in English only.0We ordered the two cheeseburgers ($98 but it was free for the promotion) and shared a set of onion rings ($38). The cheeseburger was pretty good. It wasn't great as a higher end burger but for a fast food style burger, it was pretty good. It checked off all the boxes. A decent patty that was a bit dry but filled in with the sauce it was slathered with. A crunchy bit of onion and a slice of processed cheese. A good fast food burger. But for the price tag of $98, one shouldn't be happy with a fast food burger. But it wasn't terrible and would tempt me to return again. The onion rings were over fried and way too much coating. I've had better onion rings elsewhere. But the price wasn't fairly reasonable.0I saw they had a Halloween milkshake and since I love to try as many Halloween related items as possible, I ordered this. It costs $78. When I asked the waiter what was in it, he seemed a bit vague. He said there was cake and nerds, eye and tongue. When it arrived, it looked like something a pre-school art project. The eyes and teeth were hard gummy candies. The tongue was a long sour gummy. The milkshake was probably one of the worst I've had. It was just blended cream. It was just watery and not thick at all. I don't think they used ice cream? There were a mouthful of nerd but where was the cake? For $78, this is definitely not worth your time. You get a better milkshake at Triple Os for cheaper.0The burger was pretty good. Definitely steer clear of the milkshake. I'd be back.",Burger Circus,3.1,64,0,www.openrice.com/en/hongkong/restaurant/central-burger-circus/436353?tc=rvw2&con=rvw
Central,American,"I am totally excited to announce that my Uni past is back to Westwood again!!!!!!! wow! I went there for lunch last Friday, just wanna to have their pasta even no Uni provided. However, I was told by staff that their uni is back due to the season of Canadian Uni resumes!!!!! So exciting and happy!!!!!! Of course, my colleague and I order this Uni pasta for main and barley soup, lemonade as drinks. Very yummy pasta, the taste is still exactly the same I tried before!!!!!!! 0Westwood never disappoints me so as their food, services, etc! I really love there and plan to go at lease once a week in coming dayscoz I am Uni Pasta monsterUni Pasta  - YUMMY! It maybe the most delicious Uni pasta in HK...$ 2180Uni Pasta  - YUMMY! It maybe the most delicious Uni pasta in HK...$ 218",Westwood Carvery,4.6,218,0,www.openrice.com/en/hongkong/restaurant/central-westwood-carvery/47057?tc=rvw2&con=rvw
Central,American,"Father's Day Brunch All you can eat from salads, charcuterie, seafood,  omelette station,  carving station and pastries and dessertsThe toasts and fresh fruits and salads are definitely my favourite among the above food station Free Flow Beverages Bloody MaryWyndham CupBrighton BreezeChamomile Sour000",Lily & Bloom,3.5,640,0,www.openrice.com/en/hongkong/restaurant/central-lily-bloom/48143?tc=rvw2&con=rvw
Central,American,Came here for late breakfast early lunch. We were a bit early for lunch but the staff was kind enough to make the lunch earlier for us. Surprised it was quite empty given the location. The breakfast is standard but the sliders were a bit disappointing. The fried chicken for the slider was dry and not much of taste. The decor is fun as its decorated like a traditional American diner. Looks like a cool place to hang out with friends after a long day of work. Chicken was a bit dry 0Chicken was a bit dry 0 Big hearty breakfast0 Big hearty breakfast0000,The Diner,3.1,100,nan,www.openrice.com/en/hongkong/restaurant/central-the-diner/176935?tc=rvw2&con=rvw
Central,American,"For the sense of completion, I went to Pacific Coffee Caf for coffee after lunch.PCC still provides mug for guests instead of paper cup. Not only does this contribute to environment protection, but also conveys a better feeling of relaxation unlike take-away cups.It is a great surprise that PCC makes the effort to make a latte art for their customers even though its high volume peak hour.The coffee of PCC is somehow sweeter than Starbucks ones, maybe because of different brand of milk used. All in all, coffee is like a chemistry between coffee beans, milk and the barista. The coffee portion is very ideal and very good bargain.~Latte - with hearty latte art ^-^0Latte - with hearty latte art ^-^",Pacific Coffee Company,4.3,40,0,www.openrice.com/en/hongkong/restaurant/central-pacific-coffee-company/30715?tc=rvw2&con=rvw
Central,American,"Reserved a table for 2 for lunch on a week day. It was not so full even on a week day so that walk-in was also fine if you are not in a big group.Lunch menu1Lunch menuThere were quite a lot of choices from their lunch menu.Bread & butter0Bread & butterA bread basket with butter was served shortly after we were seated. The bread seemed to be freshly baked and was kept pretty warm. They had very crispy crust and soft interior which were really great. The only complaint was that there were only 2 pieces of bread of different kinds which was so not generous and a bit hard to share.Tuna Tartare, spicy mayonnaise, 63C egg, focaccia0Tuna Tartare, spicy mayonnaise, 63C egg, focacciaThe presentation was pretty pleasant. I was a bit surprised that avocado and baby spinach were also served, which were both very fresh. The tuna tartare was quite good, slightly spicy which was quite appetizing. The egg yolk of the 63 degrees egg could have been softer though. The focaccia was very crispy and yummy! It was overall quite a good starter.Beef carpaccio, truffle mayonnaise, rocket0Beef carpaccio, truffle mayonnaise, rocketThe beef carpaccio was equally good. The texture of the beef carpaccio was quite nice, not too rough. I particularly liked the truffle mayonnaise and the cheese which added a lot of flavour to the relatively dry beef carpaccio. The rocket was fresh too. Again, it was quite a good starter overall.Bread0BreadWe asked for more bread, although service was quite slow so we had to ask 3 times for the bread basket to come again. I was surprised that a French baguette was served this time. The bread was freshly baked, which probably explained why it took a while for them to come.Mixed Berry Smoothie$ 770Mixed Berry Smoothie$ 77We added $70+10% for a smoothie each. This mixed berry smoothie looked and tasted good. I think it was even better than the honey passion fruit smoothie which follows because this was sweeter.Honey passion fruit Smoothie$ 770Honey passion fruit Smoothie$ 77This honey passion fruit smoothie was slightly more plain and I couldn't taste much honey in the drink.Striploin with chimichanga mushrooms, cajun parmesan sweet corn, jerusalem artichoke puree...0Striploin with chimichanga mushrooms, cajun parmesan sweet corn, jerusalem artichoke puree...The portion of the striploin looked so big! We asked for medium rare striploin. However, it seemed that it was medium instead of medium rare. The striploin was quite disappointing as it lacked strong beef flavour. Texture-wise, it wasn't so tender either. It was also quite inconsiderate for the sweet corn to be served like this which was so hard to eat. The mushrooms and artichoke puree were ok but couldn't save this dish. At a price of $298+10%, I had expected much better striploin.Mussels with frites, confit shallots, garlic cheese toast, herbed white wine cream (1.5 lbs)...0Mussels with frites, confit shallots, garlic cheese toast, herbed white wine cream (1.5 lbs)...Mussels0MusselsThis one was better as the mussels were pretty fresh and tender. Portion of the mussels seemed to be quite a lot too. The herbed white wine cream was ok. Overall, it still couldn't beat the really superb mussels @ Belgium Frites on Tap. I would love to give this dish a rating higher than 3 but the frites were so bad that they were even worse than those served at McDonald's - they were way too stiff...The garlic cheese toast was quite good.Tiramisu0TiramisuA daily dessert came with the lunch set and it was Tiramisu for the day. The Tiramisu was so tiny but what should you expect from a complimentary dessert? It was very strong in coffee of which I wasn't a big fan of. It was a bit dry and the cream on the side did help a bit.Iced lemon tea & hot lemon water0Iced lemon tea & hot lemon waterCoffee or tea was included in the lunch set. We just ordered the very standard iced lemon tea and hot lemon water which were nothing special.Overall, the bread and starters were surprisingly good but the striploin and the frites were surprisingly disappointing. At such a price, I would expect even better food quality. Service was just standard. Location was definitely great but there were much better choices just a bit farther out there at such a price.",Liberty Exchange Kitchen & Bar,3.3,400,0,www.openrice.com/en/hongkong/restaurant/central-liberty-exchange-kitchen-bar/46853?tc=rvw2&con=recRvw
