District,Cuisine,Reviews,Restaurant_Name,Rating,Cost,Wait_Time,Restuaruant_Link
Central,Chinese,"My colleagues were trying to find a good place to have team lunch near Central. We read about this restaurant online and decided to try it out.0It was not bad at all for such a lot of options to choose from. There were a lot of food on the menu, and I am going spam this blog with a lot of photos.000All the appetizers taste quite good. The blank and white dim sum was surprisingly good as well!0It was such a sunny afternoon in Central, I couldnt resist ordering their special iced oolong tea. Its quite a mild drink, not too sweet. This is my cup of tea.0000We ordered different mains to share among ourselves. The rice with leaf was a good alternative of plain rice. I especially like the golden shrimp, its not too salty and there were no bones.0The dessert was the highlight of the whole meal. Pairing the fried red bean sesame balls with ice cream is a very western way of cooking and made this dish really interesting.",Fang Fang,4.2,240,0,www.openrice.com/en/hongkong/restaurant/central-fang-fang/531351?tc=rvw2&con=rvw
Central,Chinese,"Stir-fried udon with sea eel$ 800Stir-fried udon with sea eel$ 80Came here for lunch on a weekday at around 12:15p.m. I didn't order their lunch set but ordered this stir-fried udon with sea eel from their a la carte menu. The sea eel was quite big given the price. I would say it was quite a good value for money given that sea eel is so expensive nowadays. It was not really hot when served but still ok - i.e. the normal flavour of sea eel you would expect. The stir-fried udon itself was pretty good too - which was done quite well and al dente! Given the interior decoration and the central location, the price of $72+10% wasn't unreasonable. There wasn't much service as it was called  anyway. Definitely somewhere to come back to try other food in future.",Cha Kee Central,3.3,80,0,www.openrice.com/en/hongkong/restaurant/central-cha-kee-central/604171?tc=rvw2&con=rvw
Central,Chinese,"We went to this restaurant for lunch in Central today as we were finding something light.The scrambled egg was good, which can be compared with the famous  because the texture is so smooth and tasty. The toast was nice too . Its chippy and yummy.The whole set of the lunch set only cost $51 with noodles, eggs, toast and drink. Although the noodle was soso but its nice overall00000",Cafe Seasons,3.8,50,nan,www.openrice.com/en/hongkong/restaurant/central-cafe-seasons/574430?tc=rvw2&con=recRvw
Central,Chinese,"It's Friday and we decided to treat ourselves a nice lunch.Love these all little dishes.The table is lovely set with Chinese Style cups and bowls.The food is hot and freshly made. Presentations are impressive.Every time I come here, I try something new and nice.This is a restaurant that you can come often.Lunch time is quite busy, I saw next table being served with food that they didn't order. Still, the staff is friendly and correct the mistake immediately.00000",Ming Bistro,4.7,200,5,www.openrice.com/en/hongkong/restaurant/central-ming-bistro/528241?tc=rvw2&con=recRvw
Central,Chinese,"Its not just soup of the day, its the soup of the YEAR and its THAT good. Working 9-6 everyday makes it hard for people to make traditional Chinese soup themselves because its required hours of cooking. Well, Soupday is my solution. They have a variety of Chinese soup and Steamed Rice Bowl with different types of ingredients like chicken and pork chop. I also love how they have a soup of the day for each day of the week and recommend different soups according to your needs. Bit small restaurant interior but itll make do.0",Soupday,4.8,80,5,www.openrice.com/en/hongkong/restaurant/central-soupday/591646?tc=rvw2&con=rvw
Central,Chinese,"I came here several times. The staff is very friendly. Food around soho area is not cheap but I still prefer some space to sit down to chill a little bit instead of rushing to eat and back to work.We checked the Set Lunch menu and didn't really want to have too much rice in the afternoon.So we decided to order several small portions dimsum.The restaurant is located at Soho area in Central, we took the escalator up and it's just right next to the escalator.It only has a few tables but luckily, it's not super busy during lunch time.Food came pretty quickly as they have a factory making all these in advance.The soup is lovely, the Chinese style dimsum is always my favorite. is the least special. haha...but to be honest, I expect that can have some fillings coming out..The difference between  and  is that the size difference. I will just order  next time as the filling can come out smoothly. NICE!XO $ 530XO $ 53$ 400$ 40$ 1000$ 100",Steam,3.3,120,0,www.openrice.com/en/hongkong/restaurant/central-steam/594108?tc=rvw2&con=recRvw
Central,Chinese,"Quick squiz:New on the block, still a hidden gem. A friend noticed its new opening and we decided to visit for a weekday lunch. Food was top notch and its obvious they've made an effort. Same goes for service. It's also apparent that they have considered their decor to match their overall theme, exuding a classic elegance exceeding the quality you might have expected in a modern interpretation popping up in this lane.More about the Restaurant:1Restaurant wasn't particularly full when we arrived shortly before 1pm. But then again, it's still very new to the extent that the flower placards are still at the entrance and it does not even have an Openrice page as of this writing.Onto the food... we were a table of 2, ordered 5 dishes and were extremely satisfyingly full afterwards. All were carefully put together. While all of the dimsum were good, the highlight was the sliced goose.0Pan-fried conpoy turnip cake ($33)This was pan-fried nicely - a slight crisp to the surface with good turnip content but not too overwhelming. One of the better turnip cakes you'd have and a warming reminder of the new year delicacy. Recommended.0Steamed vegetarian ""eight treasures"" dumplings ($33)A dimsum classic. Supple dumpling skin wraps around an exciting mix of vegetable texture inside make this a welcoming dish. Recommended.0Steamed egg white and crab meat dumplings ($42)This was a recommended dish in their menu and thought we'd give it a try. the overall texture was soft and supple - perhaps a little too much that it was sometimes hard to tell the difference between the dumpling skin and the contents. Taste was good. Can be improved by having the crab meat appear as strands so that it can be distinguished while in the mouth. Consider it.0Rice flour rolls filled with crispy seafood roll ($59)Maxims (and I'm sure other places) offer something similar. The portion to this is smaller than Maxims. It's more intricately made. The crispy batter layered between the rice flour and the seafood roll is finer (thinner) than Maxims, as is the rice flour, making this dish feel like a more intricate and hand-crafted version of Maxims iteration. Recommended.0Sliced goose ($199)Very generous portions, well laid out The meat was warm, moist and tender with a hint of cinnamon powder sprinkled on top. I have not had a sliced goose dish so caringly prepared in a very long while. The tofu underneath was smooth and rich on flavour, albeit a little soft. Highly recommended.0Tea ($18 per person)This felt a little steep but it's a staple and hard to be missed. Aroma of the barley teabag was good and lasted throughout the whole meal.Restaurant was playing some popular classic Cantonese tunes in the background, completing the experience. Unfortunately the music appeared to be an afterthought as it was playing through what appeared to be a set of Bluetooth speakers placed in a corner. There was also quite a bit of background noise making it not the most quiet of places, a little unsettling, but far from being of any concern when it comes to conversation.Service was polite, attentive and well thought through. For example, they poured the soy sauce on both sides of the plate of the crispy rice flour roll, rather than directly on top. They cleared the table promptly of finished dishes and added water to the pot efficiently. It was a nice touch to remind us to have the food while hot when they serve each dish.My only real gripe to service is the lack of any napkins (wet or dry) as is typically the case in Hong Kong, which I was told were being sold for $5 a pack. I declined as I've always found it absurd for restaurants not to provide napkins. This would be fine in a 'char chan teng' environment, but I would certainly expect more at this price point. To their credit, they did bring over a box of tissues and allowed us to take a couple from it.All in all, it's obvious they've placed a lot of thought into it - from the decor, music and service to the food. I'd be eager to come back to try out more of their other options. In honesty, it's not easy to find something like this in modern Hong Kong. Hopefully they'll have free napkins soon...010",NOVE Chinese Kitchen,4.6,220,nan,www.openrice.com/en/hongkong/restaurant/central-nove-chinese-kitchen/636629?tc=rvw2&con=recRvw
Central,Chinese,"My frd told me that it's always long queue outside so I have to come down before 12noon.When I came, a 2-3 people ahead of me. I am happy.First time to try this restaurant and the food is not bad. I really like thatGlutinous Rice Pancake with Peanut and Black Sesame Filling. It's warm and not super sweet.And the Kikusan roll is also good enough for lunch.Pork and Ginger Ramen$ 680Pork and Ginger Ramen$ 68Glutinous Rice Pancake with Peanut and Black Sesame Filling...$ 420Glutinous Rice Pancake with Peanut and Black Sesame Filling...$ 42Kikusan Roll$ 780Kikusan Roll$ 78",kikusan,nan,100,5,www.openrice.com/en/hongkong/restaurant/central-kikusan/444018?tc=rvw2&con=recRvw
Central,Chinese,"It is very hard to find a noodles restaurant with a cheap price in Central. This noodle shop is tiny but the food is quite good. I ordered three types of dishes including egg, seaweed, and fish bun with a little spicy flavour. It was good and I feel so full after this. We do not need to queue for a long time even during lunch time, only 5mins then you can get in, this is quite good for OLs in Central.3 - $ 5203 - $ 520",,3.7,50,5,www.openrice.com/en/hongkong/restaurant/central-%E6%A9%8B%E9%A6%99%E5%9C%92%E9%9B%B2%E5%8D%97%E9%81%8E%E6%A9%8B%E7%B1%B3%E7%B7%9A/18507?tc=rvw2&con=rvw
Central,Chinese,"a table for 2 please. Quick of everything... and nice!Very big portions of noodles and rice.I love fishball noodles, toufu and aubergine rice0fishball noodles, toufu and aubergine rice",Yue Mic Ka,nan,50,2,www.openrice.com/en/hongkong/restaurant/central-yue-mic-ka/565080?tc=rvw2&con=recRvw
Central,Chinese,"Work at Central and have dined at many restaurants, including Taiwanese. This is the worst lunch experience I have encountered, with perhaps the worst Taiwanese food.  The noodles were too wet, soft, plain and tasteless. Certainly not worth the value. As a Taiwanese, I can comfortably say that I have never eaten noodles like this in Taiwan- the dish and taste is more local Cantonese.Our order also came very late. We were the first to be seated, and the last table to be served. More than half an hour in, we asked the waitress about our order and was told not to complain and rush the order.",Da Shia Taiwan,1.7,120,40,www.openrice.com/en/hongkong/restaurant/central-da-shia-taiwan/631909?tc=rvw2&con=rvw
Central,Chinese,"They made the Tuna Sandwich immediately after you place your order.I had a quick lunch because I had a busy morning at work.My first time to this freshly made Tuna Cheese Sandwich. I like it.Tuna Cheese Sandwich - Freshly made, quick and tasty....$ 460Tuna Cheese Sandwich - Freshly made, quick and tasty....$ 46",Flamingo Bloom,nan,46,7,www.openrice.com/en/hongkong/restaurant/central-flamingo-bloom/534086?tc=rvw2&con=rvw
Central,Chinese,"As a worker in Central area, my colleagues and myself love exploring new restaurants. Yet, this has been the worst Taiwanese dining experience ever. - Spoiler alert: you will get sick after having their food.My colleague and I ordered a Deep Fried Chicken with Noodles, along with Bubble milk tea.1. Deep fried Chicken with Noodles:THE CHICKEN FILLET WAS COLD. VERY COLD. It felt like it came out from refrigerator.Meat was raw and appeared pink. The waiter said this was normal as these were made from frozen chickens.WHAT HAPPENED NEXT? I spent my afternoon sitting on the toilet - pooping with bad stomachache.2. Bubble milk tea:Milk Tea did not taste like there was any tea in it even when it looks brown- very pale, as in water.Bubbles were incredibly bad - so hard and inelastic that the bubbles couldn't be sucked up the straw, despite the straw was already a thick one like how you normally have bubble tea outside.Environment:Bad: The waiters constantly bumped into us ALL THE TIME. Place was too packed during lunch hours.Service:Waiters are okay if you compare to the worst... Generally no smile at all, but can't blame them for intensive works during peak time.Overall, don't go.",Da Shia Taiwan,1.5,90,3,www.openrice.com/en/hongkong/restaurant/central-da-shia-taiwan/631909?tc=rvw2&con=rvw
Central,Chinese,"Yesterday need to go central to pick up something.  It was about 2:30 and I dont have time to have lunch and suddenly I saw this old days noodle place.  So just go inside and order my favorite noodle.  The noodle is really good even this is like a very simple thing you can find everywhere.  The soup is tasty with a little bit spice , I guess thats the pepper.   Too bad Im only by myself otherwise I would like to try more dish like the fish ball or the tendered need. 0000",Law Fu Kee,3.7,50,0,www.openrice.com/en/hongkong/restaurant/central-law-fu-kee/17078?tc=rvw2&con=rvw
Central,Chinese,"The roasted goose was good and tasty. However, this restaurant forced the customer to order the quarter with drumstick if they want to taste the drumstick. They need to order other parts and theres no other choice. For single customer, they cant taste the drumstick as they arent able order other parts too. The waitress would tell them that all drumsticks were sold out!! 1-2 waitresses were rude and impolite. Food quality was good but you needed to accept their rude attitude.",Yat Lok Restaurant,nan,120,15,www.openrice.com/en/hongkong/restaurant/central-yat-lok-restaurant/78351?tc=rvw2&con=recRvw
Central,Chinese,"Had a meeting close by and decided to go grab a few dumplings. Ive known this place for a while now.I ordered 12 steamed pork dumplings, which is also the daily special and opted for the vinegar sauce.The dumpling itself is great. Full of texture and freshly prepared. You can tell it is home-made and no MSG. Plating was fair. The options for add on beverages were also appropriate for a lunch like this. The staff were cheerful but I must say they are not very efficient. There was no one before me and I still had to wait for 10min to get my food. The space to eat-in was however fairly cramped.I reckon this place is not really meant for dining experience but I do want to support a store where the owner is serving customers with care and passion. The consistent quality of food there means Id almost certain that Id return.IDEAS (Independent Dining Experience Assessment Scale) Overall Rating ACooking & Ingredient: A*Plating and Portion: BBeverage and Dessert: AService & Ambiance: BIDEAS aims to provide an objective assessment of a dining experience where cuisine, culture and price are not part of the consideration. Dinning  should be the common language of mankind.0",Home. Dumpling,4.3,70,15,www.openrice.com/en/hongkong/restaurant/central-home-dumpling/542339?tc=rvw2&con=rvw
Central,Chinese,"Ordered a bunch of things for the office and I went to pick up. Efficient operation, cash only, items cooked on order, reasonably fresh and still hot by the time I got back. Taste OK, cha siu bao, beef meatballs and rice with pork mince and water chestnut stood out. chicken feet under-flavoured.Supplementary InformationWould say it's OK for lunch on the desk but i wouldn't return for proper lunch since it's quite out of the way, unless I have time before jumping on the Airport Express.","Tim Ho Wan, the Dim-Sum Specialists",nan,60,15,www.openrice.com/en/hongkong/restaurant/central-tim-ho-wan-the-dim-sum-specialists/61957?tc=rvw2&con=recRvw
Central,Chinese,"I had wanted to visit this place for a long time as comments about the food seemed pretty good. Reserved a table for 2 just a day ago for lunch on a weekday and still managed to get a table.Lunch Menu0Lunch MenuLunch Menu0Lunch MenuLunch Menu0Lunch MenuLunch Menu0Lunch MenuLunch Menu0Lunch MenuWe were not so hungry so decided to order 6 dim sum with 3 salty and 3 sweet.Tableware0TablewareThe tableware was ok but not particularly outstanding. The interior decoration was basically a pub, which must be fancied by many expatriates. It seemed to me it was more a place for foreigners.Traditional Iberico Pork Shanghainese Soup Dumplings...$ 1050Traditional Iberico Pork Shanghainese Soup Dumplings...$ 105Traditional Iberico Pork Shanghainese Soup DumplingsVery so-so. Thin wrapping and quite juicy but nothing special with the pork. Not worth the money. Don't try.Prawn, Crispy Rice Paper, Vegetable Cheung Fun$ 1270Prawn, Crispy Rice Paper, Vegetable Cheung Fun$ 127Prawn, Crispy Rice Paper, Vegetable Cheung FunThin and transparent cheung fun which was smooth too. Meaty and fresh prawn. A very thin slice of crispy rice paper. Vegetable flavour not super rich. It was good but couldn't compare with those at Summer Palace still.South Australian Scallop, Garoupa, Caviar & Gold Leaf, Egg White Dumpling...$ 1270South Australian Scallop, Garoupa, Caviar & Gold Leaf, Egg White Dumpling...$ 127South Australian Scallop, Garoupa, Caviar & Gold Leaf, Egg White DumplingPretty presentation indeed. There were loads of egg white. Rich flavour of scallop but not really so for Garoupa. Thin wrapping again. Caviar not strong though. Quite decent. It came with some vinegar but I wish there had been some chilli sauce. Given the price, I could only give it a rating of 3.We had ordered 3 desserts to share.Sweetened Pomegranate Soup, Sago, Pomelo$ 880Sweetened Pomegranate Soup, Sago, Pomelo$ 88Sweetened Pomegranate Soup, Sago, PomeloThis one was cold. It was quite refreshing with loads of pomegranate and some pomelo. Quite delicious. Not overly sweet at all. Would recommend this one.Fresh Mango, Coconut, Glutinous Rice Roll $ 880Fresh Mango, Coconut, Glutinous Rice Roll $ 88Fresh Mango, Coconut, Glutinous Rice RollThis one was very so-so. I found the flavour too plain. Would not recommend this.Double Boiled Egg White, Black Sesame$ 660Double Boiled Egg White, Black Sesame$ 66Double Boiled Egg White, Black SesameSuper tiny portion. Smooth egg white with quite some black sesame in the middle. Looked quite special and surprising because you really couldn't tell there were so much black sesame inside. Quite delicious. Not overly sweet at all.Overall, some were good and some were bad. However, must admit the prices were of the high-end, comparable to those at hotel Chinese restaurants/Michelin restaurants. Not bad but is definitely not a place to come back from time to time. Service was ok but not particularly good compared with those in hotels.",Mott 32,3.3,290,0,www.openrice.com/en/hongkong/restaurant/central-mott-32/166406?tc=rvw2&con=rvw
