District,Cuisine,Reviews,Restaurant_Name,Rating,Cost,Wait_Time,Restuaruant_Link
Central,Japanese,Central has lots of japanese restaurant with good quality.  Yume cuisine is one of them.We tried their 12 sushi lunch set!! It was hk$460+10% per person.  Sushi were nice and fresh! We both loved it We definitely try their omakase lunch set next time 0000,Yume Cuisine,4.8,500,0,www.openrice.com/en/hongkong/restaurant/central-yume-cuisine/636615?tc=rvw2&con=rvw
Central,Japanese,"Usually when Im alone and have a sudden craving for sushi, I go to the nearest Genki. As always, its qualitys good with a wide range of options. I always get $10/piece raw fish or oyster sushi because they r fresh and filling, but this time, some of them didnt look very nice (see photos). I also ordered a ramen and I think its good, just a little too small. By the way, I really like the ordering system and the shinkansen delivery system. It adds fun to Japanese food 00",,4.5,110,nan,www.openrice.com/en/hongkong/restaurant/central-%E5%85%83%E6%B0%97%E5%AF%BF%E5%8F%B8/606834?tc=rvw2&con=rvw
Central,Japanese,"It was my third visit. My last visit was Dec 2018 which could be accessed by the following link:https://www.openrice.com/zh/hongkong/review/%E6%8A%B5%E9%A3%9F-omakase-sushi-lunch-set-e3234559Last time I also ordered the Omakase Sushi Sets (13 pieces) at $580+10%. After less than a year, price had inflated by $100 to $680 + 10%.I placed a reservation for a group of 5 on the same day for lunch on a weekday and still managed to get 5 seats at the sushi counter. Was it a recent trend for slightly higher-end restaurants like this nowadays?Salad and Steamed Egg Custard0Salad and Steamed Egg CustardOur first dish was the salad and steamed egg custard. Last time, there was an appetiser rather than a salad. Given the pretty bad quality of appetiser last time, the salad was definitely much better. The  was as usual. It was pretty good. It was served really hot. There were lots of ingredients but most of the crab meat was on the surface. The egg was very smooth.0Here you go our first sushi. It was  as always. This time it was , which had nothing special.0The second piece was  which was in season and tasted pretty good. I also had this sushi last time. 0 The third piece was with . It was outstanding with a perfect match between the fish and the toppings. The fish was in season and was again very fresh. You could also tell that the  was super fresh too. Well done indeed.0The fourth piece was, which I also had last time. The shrimps were minced so they were not so sticky texture-wise. Nothing new to me.0The 5th piece was , which I also had last time. The scallop was just standard. I think it could have been better, maybe because it had nothing new to me since I had it before.0The 6th piece was , which was new to me. The fish was in season and it was quite a good combo with the toppings of fish roes on top which were slightly salty. Delicious.0The 7th piece was , which was so so pretty! Texture-wise it was super crispy too. Taste-wise it was so fresh. Portion-wise it was so big. Very outstanding indeed.0The 8th piece was. Last time we had  but this time it looked so much better because the one we last had looked like one broken into different parts...However, taste-wise it was quite disappointing because I found it worse than those grab-and-go I bought from average supermarkets in Japan.0The 9th piece was . We used to have sea urchin presented in a much better way on a mini plate with loads of sea urchin. That said, this one was actually ok with fresh sea urchin and loads in terms of quantity. 0 The 10th piece was  which was new to me. It was made from minced  which was in season. The deep-fried onions on top enhanced the texture of the sushi. I really like new items like this given that I had visited this place more than once.0The 11th one was , which I also had last time. It was so fatty and I witnessed how it shrank in size after drilling. It was tasty.I forgot to take a photo of the 12th one which was , which I also had last time. It was super fatty and melted in my mouth immediately. All my lunch partners said it was delicious.0The last one was . I liked it especially how there were so much spring onions.Miso Soup0Miso SoupThere was nothing special with the miso soup.An ice-cream scoop was included in the lunch set, with a choice of green tea or black sesame. I had a mixture of green tea and black sesame (quite a creative offer to mix the two flavours together!).Despite the seemingly less crowded restaurant during this hour of the lunch (we actually came in at 1:30p.m.), service seemed to not have improved with no one to fill up our cups of tea and we always had to ask for refilling the sliced gingers for us. I really hope the restaurant has heard us and do something to improve their service given the small number of seats anyway.That said, with 13 pieces of sushi of such a quality at a price of $680+10%, I had to admit that it was quite a good value for money, less so though after the $100+10% inflation in price. For non-first-time visitors, it would be good if the chef could try to offer more creative pieces to appeal to us and attract us to come back from time to time.",Sushi IMA,3.8,748,0,www.openrice.com/en/hongkong/restaurant/central-sushi-ima/512392?tc=rvw2&con=rvw
Central,Japanese,"I started coming to this Japanese restaurant since they first open in the summer of 2018. Since then Sushi Masa became my favorite Japanese restaurant for a causal lunch in Central.The quality of the food was excellent for this price tag. The shop is hidden in alley full of restaurants, to be frank its quite hot to queue outside the shop, but usually the queue wouldnt be too long. I have to say though, the seats are quite packed together, so I describe it as an eatery, but the waitress was kind enough to help customers stored their large size belonging in the closet. So it doesnt felt like you have no space to move at all.0The lunch set came with salad, soup and egg as appetizer. I often felt so full after the lunch. Youll be lucky if you can get a booth seat!",Sushi Masa,4.2,140,5,www.openrice.com/en/hongkong/restaurant/central-sushi-masa/574789?tc=rvw2&con=rvw
Central,Japanese,"Lunching in Central is always so difficult but the wait at Ippudo didnt seem too long for typical lunch hour. Due to time limit, my boyfriend and I only order a ramen and a roast pork rice to share. The ramen was okay, Id say a bit salty but I love how you can choose how cooked the ramen to be. You can also order an additional portion of ramen for $2 which seems to me a pretty good deal. The rice on the other hand is super delicious, portion is just right for me as a girl, the roast pork and onsen egg were also well cooked. This is my second time at Ippudo and Im definitely going back again.0",Ippudo HK,4.7,80,20,www.openrice.com/en/hongkong/restaurant/central-ippudo-hk/96369?tc=rvw2&con=recRvw
Central,Japanese,"One day one of my friend suddenly calling in and reach me, and I was like what is going on man. My friend claims watched an ad and knew a place for pork rice, and making in into a Katsu style, hope no one mind if I spell it not really correct or something.I have been loving to eat Katsu pork rice with some lattice also come with some sour sauce. this is a place that I should always going huh.back to the meal experience, the shop is really hard to find and only my fd know how to get there. perhaps you need to call in and check with the staff here. Shop is small to but with a very good toliet. I like it. very functional. the pork is very juicy and chewable. you can taste the freshness inside out the body and the hot layer of the katsu make you feel great and refreshing. they have some sauce and it is also tasty too. the staff will instruct you how to eat and what to do. so you don't have to do anything. it also come with soup and little side dish but I like the main part.0",Porker,4.6,260,10,www.openrice.com/en/hongkong/restaurant/central-porker/539723?tc=rvw2&con=rvw
Central,Japanese,"My frd told me that it's always long queue outside so I have to come down before 12noon.When I came, a 2-3 people ahead of me. I am happy.First time to try this restaurant and the food is not bad. I really like thatGlutinous Rice Pancake with Peanut and Black Sesame Filling. It's warm and not super sweet.And the Kikusan roll is also good enough for lunch.Pork and Ginger Ramen$ 680Pork and Ginger Ramen$ 68Glutinous Rice Pancake with Peanut and Black Sesame Filling...$ 420Glutinous Rice Pancake with Peanut and Black Sesame Filling...$ 42Kikusan Roll$ 780Kikusan Roll$ 78",kikusan,nan,100,5,www.openrice.com/en/hongkong/restaurant/central-kikusan/444018?tc=rvw2&con=recRvw
Central,Japanese,"Very nicely decorated restaurant.Sushi chefs from Japan, no smiles.Initially too much Wasabi in sushi. Had to ask to cut back.Fish may be fresh and the price may be high. 700 dollars for the lower priced lunch set of 12 pieces of sushi. But disappointed in how bland the taste is.",Sushi Nakamoto,2.5,870,0,www.openrice.com/en/hongkong/restaurant/central-sushi-nakamoto/576545?tc=rvw2&con=rvw
Central,Japanese,"Grabbed lunch in Nojo and tried both the Ramen and a Salmon Don. The Ramen was very tasty, with great seasoning which made me want more. The Salmon Don was ok, but lacked taste unless if you soak it with Soy sauce. Both dishes are on the smaller size for the price point with limited meat so you may be hungry if you only had one dish. the venue is spacious.00",NOJO,nan,120,0,www.openrice.com/en/hongkong/restaurant/central-nojo/610909?tc=rvw2&con=rvw
Central,Japanese,"This was my fifth lunchtime experience on weekday. Still like this place and its good for value. The servers are cool, the place is neat and clean, and the food is not only presentable, it also tastes just as great and fresh! Today I ordered the assorted sushi with fatty tuna roll lunch set $250. It came with a small bowl of salad, steamed egg custard in a cup, and a choice of dessert or beverage.Assorted sushi, fatty tuna roll$ 2500Assorted sushi, fatty tuna roll$ 250",Amazake,4.6,280,0,www.openrice.com/en/hongkong/restaurant/central-amazake/174679?tc=rvw2&con=recRvw
Central,Japanese,"I had had no plan to write another commentary until I tried a few new items and found that the quality was so nice and price was so economical. Really couldn't help not writing something about these.So here you go the new seasonal items!Spicy Tuna with Spring Onion$ 220Spicy Tuna with Spring Onion$ 22Spicy Tuna with Spring Onion $10+10% eachThere were loads of minced tuna, so hardly stuck together. The spicy chilli on top was really spicy while the minced tuna itself was actually not spicy. Very good quality and the price was just unbelievably cheap!Longfin Tuna with Crispy Garlic$ 220Longfin Tuna with Crispy Garlic$ 22Longfin Tuna with Crispy Garlic $10+10% eachThe tuna basically melted in your mouth without tendon. The crispy garlic was really crispy which added great texture to the sushi. Really great! Again price was unbelievably cheap!Seared Eel with Avocado$ 240Seared Eel with Avocado$ 24Seared Eel with Avocado ($20+10% each)The seared eel was so big and thick. There were loads of sauce with 3 slices of avocado. There was some lettuces inside the sushi roll at the bottom. Very good indeed!The following were not seasonal items but quality was pretty good.Ark Shell$ 240Ark Shell$ 24Ark Shell ($22 for 2 +10%) & Scallop ($17 +10% each)Ark shell was so thin but fresh and crispy. Scallop was as fresh as always.Red Shrimp$ 660Red Shrimp$ 66Red Shrimp ($10+10% each)It was our all-time-favourite which was so fresh and big and cheap as always!Oyster Flower Roll$ 150Oyster Flower Roll$ 15Oyster Flower RollFreshly deep-fried oyster which was still hot and burnt my tongue. It was quite juicy although could have been bigger. There was some salad dressing underneath the oyster. Crispy seaweed which went great with the rice and salad dressing!Deep-Fried Shrimp0Deep-Fried ShrimpDeep-Fried ShrimpThe shrimp was so fresh and meaty and batter was so thin. Seaweed was soft already but overall it was still ok!Sea Urchin Gunkan & Crab Meat with Crab Paste$ 770Sea Urchin Gunkan & Crab Meat with Crab Paste$ 77Sea Urchin Gunkan ($25+10% each) & Crab Meat with Crab Paste ($10+10% each)Sea Urchin was not so good. There was so little (you can see the rice was not fully covered) and not so fresh.Crab meat was ok while crab paste was fresh. It was much better than sea urchin in terms of value for money.Yuzu Sorbet & Ice Cream Royal Milk$ 530Yuzu Sorbet & Ice Cream Royal Milk$ 53Yuzu Sorbet & Ice Cream Royal Milk ($24+10% each)We had had tried most of their desserts which were mostly not so good except for their HD ice-cream cups but there was none during our visit. We ordered these 2 instead.Ice Cream Royal Milk was so smooth and it was really recommended. The Yuzu Sorbet was too icy and I would not recommend it.Would definitely come back from time to time given the quality and price and convenient location. The preparation of the sushi was very efficient so it was ok even for a quick lunch.",,4.2,285,0,www.openrice.com/en/hongkong/restaurant/central-%E5%85%83%E6%B0%97%E5%AF%BF%E5%8F%B8/606834?tc=rvw2&con=rvw
Central,Japanese,We went to this place with great anticipation to try Japanese style angus beef steak...The steak was tasty and it comes with rice and soup and a small cup of salad....it was apt quantity and overall satisfying..The staff was out rightly very rude and during the whole time,OZU Bar,3.2,150,nan,www.openrice.com/en/hongkong/restaurant/central-ozu-bar/169923?tc=rvw2&con=rvw
Central,Japanese,"Beat Bakery is a concept bakery by Tsui Wah but more focused on Japanese style bread techniques. Their first shop was in the Tsim Sha Tsui MTR station and I did buy some bread from them and thought it was fairly decent. But recently, they have opened another branch in Central. Located with other brands all focused on Japanese items (a cake shop called Chez Shibata and a fast food area focused on Japanese donburi items called Nijuuchi Don), this is Tsui Wah's expansion into the world of Japan.0The Beat Bakery section is in the front where they have various types of bread. But apparently, this place also offers hot meals to dine in.0The dine in area shares the space with Chez Shibata. Seating is spacious and the free wifi is strong.0The menu is in English and Chinese. There is no 10% service charge. They offer omurice, pasta and sandwiches. You can upgrade to a set (soup, dessert or drink ... choose two of three) for $28.0They also have drink add ons.0As I hadn't had lunch yet, I decided to order food and upgraded to set, choosing a drink and dessert. I had orange juice and it was pretty sweet with pulp.0I ordered a deep fried shrimp omurice ($76). You have choice of mild or spicy curry sauce so I had mild. It wasn't spicy at all. The shrimp was crispy and the meat was firm.0The rice had shitake mushrooms and bits of carrot. It was also flavored a light seasoning. They also used Japanese rice. The curry sauce was sweet and wished there was more. Portion size was generous but I could still finish it on my own.0The dessert was a choux! The pastry was crispy and light.0It was filled to the brim with vanilla custard! It was heavenly. I think I liked the dessert the most.0Upon leaving, I decided to buy a bun home for breakfast the next day. This is the soft European blueberry cream cheese bread ($20).0It was pretty big in size and I ended up eating it for dinner. It was very blue in color and it said it was colored by using butterfly pea flower. So, there is no food coloring.0The bread was soft and fluffy. It was filled with a creamy blueberry flavored cream cheese.0Fairly decent food with good portion size. Reasonable price and quiet. Pluses I love. A good option for me in Central if I don't want to spend too much money.",Homurice,3.7,124,0,www.openrice.com/en/hongkong/restaurant/central-homurice/608587?tc=rvw2&con=rvw
Central,Japanese,"We were so hungry and quickly lined up for seats for lunch on a weekday. Luckily managed to get a table immediately when we arrived.Ordered a few of our favourite items as usual.Scallop & Red Shrimp0Scallop & Red ShrimpScallop & Red Shrimp0Scallop & Red ShrimpScallop & Red ShrimpAs you can tell, we really like scallop and red shrimp which were of great value for money with pretty fresh quality and cheap price at $17+10% for former and $10+10% for latter!Grilled Eel and Cheese Roll$ 150Grilled Eel and Cheese Roll$ 15Grilled Eel and Cheese Roll, $14+10%It was also our all-time favourite with delicious eel and cheese to brighten up the sushi roll!Grilled Salmon Belly, Big Grilled Sardine, Seared Shrimp with Lobster Cheese Sauce...0Grilled Salmon Belly, Big Grilled Sardine, Seared Shrimp with Lobster Cheese Sauce...We also tried a few new items on the menu.From left to right:Grilled Salmon Belly was so fatty!Big Grilled Sardine, $17+10%, was seasonal and was delicious although fatty. It was half cooked with raw interior.Seared Shrimp with Lobster Cheese Sauce, $17+10%, was pretty delicious with really cheesy sauce although not so rich in lobster!Jumbo Red Shrimp Mini Don$ 240Jumbo Red Shrimp Mini Don$ 24Jumbo Red Shrimp Mini DonThis item was seasonal too! The jumbo red shrimp was really quite huge with a big head! The scallops were just so-so as they were too small. The rice was ok! Overall, not bad value for money.Ice Cream Royal Milk Tea$ 260Ice Cream Royal Milk Tea$ 26Ice Cream Royal Milk TeaSmooth and taste-wise ok.Japanese Cheese Cake$ 180Japanese Cheese Cake$ 18Japanese cheese cakeLast time we tried a crepe cake and found it a very big disappointing item. This cheese cake was so-so as expected. tasted like not having defrosted enough. The cheese was so chewy. Weird texture indeed. tastewise ok though.Service was ok as our sushi were served pretty fast although we were not sitting along the train railway. Seats were quite comfortable which were not so close to each other with quite some privacy. This restaurant was much less crowded than the one in Sheung Wan. With similar quality, it was definitely a better place to go and also closer to our workplace!",,3.8,200,0,www.openrice.com/en/hongkong/restaurant/central-%E5%85%83%E6%B0%97%E5%AF%BF%E5%8F%B8/606834?tc=rvw2&con=rvw
Central,Japanese,"Have been getting takeaway twice now and so far no complaints at all about the food, but the price is a bit on the high side for a lunch takeaway. But in this case you do get what you paid for.Their Pork Tenderloin Set as well as the Aged Pork Sirloin Set were both delicious and of high quality. The pork was juicy with a crunchy coat. Although deep fried it wasn't greasy at all.This place is definitely worth a visit if you feel like Tonkatsu!",Porker,4.3,180,30,www.openrice.com/en/hongkong/restaurant/central-porker/539723?tc=rvw2&con=recRvw
Central,Japanese,"Stumbled upon this restaurant during lunch time and was attracted by their sign outside, advertising rose dumplings and free weird smiles.0The rose dumplings were not only pretty, they tasted super yummy with the crunchy skin and truffle & cheese fillings, and if you look closely, you can even see some cheese oozing out of one of the dumplings.Deep Fried Rose Dumplings - $49 for 3 $ 490Deep Fried Rose Dumplings - $49 for 3 $ 49For the normal dumplings, there were 5 flavors to choose from (listed in our recommended order): sweet corn, ginger & spring onion, black & white truffle, chive & dried shrimp and garlic shoot (we didnt try).Pan-fried Crispy Dumplings0Pan-fried Crispy DumplingsAnd can we all just take a minute to admire the cute cat bowl that the udons came in?Pan-fried Crispy Dumpling with Udon Set - Such a cute bowl...$ 661Pan-fried Crispy Dumpling with Udon Set - Such a cute bowl...$ 660",Trinity,nan,90,0,www.openrice.com/en/hongkong/restaurant/central-trinity/599377?tc=rvw2&con=rvw
