Restaurant_ID,Restaurant_Name,District,Cuisine,Rating_Average,Cost_Average,Wait_Average,Reviews,Restaurant_Link
139,Congress Restaurant,Wan Chai,Chinese,3.6,123.8,0.0,"My ex-colleagues recommend this salad lunch because they know I ate too much during this HK trip.The lunch includes unlimited access on rolls, soup, and salad.  It also came with a hot/iced beverage at no additional charges.  They are charging about HK$120 per head during the lunch hours, 12:00 ~ 14:30.  They offer over 6 kinds of rolls.  All are not bad and warm enough to enjoy. There are two types of soup, western and chinese.  The chinese soup is about carrot and pork clear soup while the western one is seafood soup with tomato base.  Both are not bad as a ""buffet\' soup.The salad bar is smaller than I expected but it had quite alot of greens and cold meats.  All greens and leaves are fresh with above average quality.  Beets and olives are my favorite with greens.  They have two chefs to handle the salad tossing.  My first bowl of salad is mainly all types of greens, kidney beans, beets, and red onions.  My vinaigrette is a mixture of lemon olive oil and vinegar.  [I am not fans of traditioanl sauces such as thousand islands or ranch ... etc.] Finally, I added tons of almond, olives, and raisins for extra texture.  Of course, it didn\'t disappointed me!My second bowl of salad is a simple ceasar salad, simply add romaine lettuce and have it passed to the chef for tossing.  The chef will add the caesar salad dressing, parmesan cheese, and bread crumbs.  It\'s too simple and easy to make and I surly have no complaint!After two bowls of salad, I am almost 99% full!  So, we went for the beverage.  We choose hot coffee and iced lemon tea.  Then, finish the whole meal with a sense of well being.Rolls & soup0Rolls & soupFirst bowl of salad0First bowl of saladmy friend\'s first bowl of salad0my friend\'s first bowl of saladSoup0Soup', 'This was my first time here and I was quite shocked by the size of the restaurant. Walking in you see an open-style kitchen with counters for the buffet, and proceed further there is many tables for guests. For todays lunch I decided to visit my friend D who was working in the area.Lunch at Congress is straight-forward. You can choose the salad or noodle buffet ($105 each), have both for an extra $35, or have either plus one from the main courses list for an extra $35. Seeing it was my first time here, I went for the salad and noodle buffet to sample as much as I can. Meal began with a heart-warming soup  there was a Chinese pork-based soup, and cream of pumpkin. Both were simple, light and tasty. Bread rolls were pretty good too, I particularly like the black sesame roll =).Next was the salad bar where there was a variety of salad leaves for you to pick from, including butter lettuce, mesclun mix, romaine lettuce etc etc. For toppings you can expect the regular salad-bar items, e.g. corn, chick peas, kidney beans, diced chicken, diced ham, artichokes, cherry tomatoes, mushrooms and heart of palms. There were several dressings for you to choose from, before you end up at the salad bowl where two chefs were at your disposal to help you mix everything up nicely! Oh yes, and dont forget to help yourself to one of those crunchy thin breadsticks!The noodle station was our next stop, with four soup bases and an abundance of vegetables, seafood, meats and noodles for you to pick from. Between us we sampled the clear Japanese mushroom broth, Pork bone soup and the relatively light laksa soup bases. Simple but hearty and filling! (Note: ramen noodles in laksa broth makes a very yummy bowl of noodles.)After a bowl of salad and noodles I was very satisfied indeed, but I couldnt help to wonder if I should have went for one of the main courses? Tandoori cod fish had caught my eye but decided against it since chefs here were Chinese. For the fantastic harbour view, relaxed atmosphere (we sat chatting until 3pm!) and the flexibility of combining set lunches, this is definitely a place I will return to!for original post, see http://gastronomerr.blogspot.com/2010/07/congress-restaurant-at-convention.htmld.i.y salad0d.i.y saladlaksa0laksa', 'Had lunch there...  you can either choose Noodle or Salad or both...I am a greedy pig so i chose both... hee hee...Lots of fresh veg at the salad stand and they have the chill metal bowl which can mix the salad... GOOD~~~  had 2 rounds... hee hee...and the noodle bar... so so... and the soup is not bad either...  had a good time there... wish my friend can stay and chat longer... hee hee~~~will go again soon~0', ""People say the noodle bar here is good, but I've been here twice and never had I tried it.  I am too lazy to go out and queue up, although the queue here is much much shorter than the one at Marriott.The a la carte menu was quite multicutural, more eastern style of food.  I have the thai beef curry with rice, very yummy indeed.  But maybe the curry was too tasty, a mosquito flew into the curry in the middle of my meal!!!!My friends had the tandoori salmon and the noodles.  I tried a bit of the salmon, very nicely done, as the fish was still very tender, just right.  The noodles looked fine to me.  Judging by the fact that my friend ate it all, it must have been quite tasty.Thai curry beef0Thai curry beefIndian tandoori salmon0Indian tandoori salmonNoodle buffet0Noodle buffetThe view0The view""",www.openrice.com/en/hongkong/restaurant/wan-chai-congress-restaurant/528?tc=rvw2&con=rvw
140,Cornucopia Fine Dining,Causeway Bay,Chinese,4.3,150.0,,"0Located in the Cubus building in Causeway Bay, Cornucopia Fine Dining serves high quality Chinese food in a grand and opulent setting. The gold and red decor was both traditional and classy especially with several Chinese lion heads adorning the walls. As the restaurant was highly recommended by a foodie friend, we came here to try their dim sum for lunch with high anticipation, and we were not disappointed!0Goose Liver Paste & Abalone Tart ($48) - the dim sum was impressive from the start with this creative tart that came with a goose liver filling and topped off with a small abalone and sauce. The goose liver paste was rich and packed with flavors while the abalone was soft and chewy! Even the pastry tart was perfection with its buttery flavors. [5/5]0Guava & Scallops Dumplings ($48) - these dumplings were gorgeous to look at with its spring-like colors! I was intrigued by the unique combination of guava and scallops, and they were delightful together as the flavors were light and exquisite. If only the flavor of guava was stronger, this would be another perfect dish. [4/5]0Supreme Classic Shrimp Dumplings ($48) - the shrimp dumpling is a classic dish that must be ordered every time at dim sum! Wrapped in a thin dumpling skin, the fillings were delicious as the shrimps were simply juicy and ravishing to feast on. [4.5/5]0Steamed Hand-made Rice Rolls with Minced Beef ($52) - this was one of the best steamed rice rolls I've ever had! We couldn't help but stop to admire the transparent top layer of the rice roll when it was first brought out to the table. The rice roll was flawless as it was thin and smooth while the minced beef with dried tangerine peel was a heavenly combination. [5/5]0Ox Tongue with Black Pepper ($48) - the ox tongue was different from what I'd imagined as it was soft and tender instead of the usual chewy texture at Japanese yakitori places. The flavors were simple yet delightful to eat. [4/5]0Avocado Vegetarian Spring Rolls ($45) - these vegetarian spring rolls were perfectly executed with its crispy shell and delectable fillings. The addition of avocado was a fantastic choice as it infused the rolls with fresh and splendid flavors. [5/5]0Wrapped Sticky Rice with Abalone ($68) - this was one huge wrapped sticky rice packed with lots of fillings inside like abalone, chicken, and even tendon! The flavors were scrumptious and divine - so good I practically inhaled it! [5/5]0Steamed Traditional Layer Cake ($45) - compared to the savory dishes, the desserts were a bit disappointing. Our first of two desserts was this steamed thousand layer cake made with egg yolk and coconut shreds. The coconut shreds enhanced the textures while the egg yolk was a bit salty. [3.5/5]0Steamed Egg White Custard Buns ($38) - instead of the usual egg custard bun, the restaurant choose to serve a variation of it using egg white only for the custard. The result was a mixed bag - while it was lighter and healthier, the egg white custard was not as fragrant and flavorful as its normal counterpart. It was not sweet and quite bland actually for a dessert. [3/5]00Overall, the quality of the dim sum at Cornucopia was high with its creative dishes and impressive flavors! Although the prices are not cheap, the restaurant makes up for it with its elegant and quiet setting so one can enjoy dim sum without the usual noise or chaos. The kitchen has obviously got their fundamentals right with dim sum and we can't wait to try their dishes for dinner next time!""",www.openrice.com/en/hongkong/restaurant/causeway-bay-cornucopia-fine-dining/127810?tc=rvw2&con=recRvw
141,Craftsteak,Central,American,2.8,150.0,26.0,"Was here with 10 coworkers for a farewell lunch. The restaurant was half empty, however they still managed to take 50 mins from order to serving food. We ordered at 13:20 and the main dishes were served at 14:10. The food was disgusting. There is a tiny fly crawling on a salad. The chicken breast tasted more blend than boiled chicken I eat after workout. My friend and I both ordered a medium rare burger, however hers was almost raw and mind was fine. Another friend ordered a medium steak but it looks well-done. My friend demand to cancel the raw burger, because it was already passed our lunch hour and we cannot afford another 50 mins for another burger. And the chefs were really pissed. Like REALLY PISSED. They dead stared at us with arms crossed non stop after we cancel the raw burger. We were being polite and did not blame them for taking a decade to bring food to the table but the chefs figured they should be the one who's angry. They have charged the fee of 4 steaks instead of 3, which was wrong, and they were reluctant to cancel the bill of raw burger which my friend did't even eat. She has to get a sandwich from Seven-Eleven as a farewell lunch. This is the worst experience I've ever had in any restaurant.Supplementary InformationHSBC restaurant week"", 'We, a group of 10 people, went to Craftsteakfor lunch during the restaurant week promotion. The meal includes starter, maincourse and dessert. For the starter, choices of octopus salad or tuna withavocado ceviche which served in a small portion and both tasted okay. After thestarter, we waited for entire 40 mins for the main course to be served whichwas TOTALLY UNACCEPTABLE. Knowing that we all went there during limited lunchtime and the restaurant was not even full.Finally, the food came. For the steak, requiredmedium and turned out to be well done. For the chicken breast, very dry andtasteless (not enough seasoning). For the burger, it was okay, a bit dry. Also,obviously they missed one order which was the burger and it was eventuallyserved after 50 mins we placed the order. AND IT WAS RAW! We request it to becancel and the waiter took it away and talked to the chef. The chef then keptstaring at us with an angry face.This is absolutely ridiculous. We came here asthe customer and we pay for the food. Not only the food served late (after 50mins) and it was raw! And we being treated in a very rude way? Honestly, Iwouldnt come here again and I do not recommend anyone to come here unless youwant to be treated rudely and waste your entire lunch hour to wait for the foodwhich was not even good.', 'We walked in for lunch on Friday in a group of two. We could easily get a table around 12:40p.m.The interior decoration of the restaurant was pretty nice. We occupied a round table near the front door which was quite a private and quiet corner of the restaurant.Lunch Menu0Lunch MenuThere seemed to be quite a number of different options on their lunch menu. I was not hungry and went for a 2-course lunch with grilled pork neck and white tuna.Bread0BreadThe bread was served to us very soon. It was a bit weird that a waitress took away our bread plate before we had started eating the bread...The bread had very crispy and thin crust yet soft interior. It was still slightly warm when eaten. The sauce, which I suspected to be some thick mayo sauce, was quite delicious.Grilled Pork Neck with Apricot Jam0Grilled Pork Neck with Apricot JamThere were 4 slices of pork neck. Some small bits of the pork neck slices were burnt. They were all cold when served. They were not particularly pleasing but probably ok as a starter. The combo with Apricot jam was a bit funny. I preferred Thai-style pork neck with crispy slices accompanied by sweet & sour/spicy sauce.White Tuna with black olive puree and baby artichokes...0White Tuna with black olive puree and baby artichokes...The presentation was pretty nice. The white tuna itself was quite big. It was crispy outside but not tender enough. In fact, it was a bit rough. It was appreciated that some crispy toppings were added to give different textures to the fish. The black olive puree was ok although I was never a fan of olive. Overall, I would say it was ok.Overall, the quality of the food was ok with no surprises. I would say that the quality was fair given the price. Service was ok. Environment and interior decoration were quite good. Could consider coming back for lunch later but definitely not high on my to-go list.', 'We thought the food at Craftsteak was pretty good but we are very disappointed with the service at Craftsteak. I can name a number of incidents regarding their service during our short 1 hour lunch break.1. When we walked in the restaurant, the manager / waiter came straight up to us, without asking if we had a reservation and said that the restaurant is full. We told him we had a reservation and we saw an empty table right next to the door so I asked if we could sit there. He said that someone had booked that table and its unavailable. We insisted that we made a reservation and asked him to check. After checking, the manager came back to us without any response, and instead started cleaning the table and said we should sit there.We understand that there may be errors with reservations and thats fine. However, the manager could have communicated with us without banning us right away. It made us feel we were unreasonable to have wanted a table at the restaurant that we made a reservation in advance.2. When we sat down, we quickly knew what we wanted to eat and told the manager that we were ready to order. He came back and started taking our order, however, as we were sitting right next to the door, he kept welcoming guests or talking to guests at the door before he finished taking our order. Before we even started ordering, the manager told us not to chase any of our orders today, as the kitchen is really busy during lunch. We ordered 3 sets and 2 of the mains were Angus Sirloin Beef, without asking us what our preference was, he assumed that we wanted it cooked to Medium, however, we heard him mumbling and we corrected him that we wanted the steak cooked to Medium Rare. When the food came after 15 minutes, we were handed our plates that were placed in very awkward positions (e.g. I had steak, but the plate was placed vertically instead of horizontally).We understand that during lunch hours it can get very busy at the door, however, with normal respect, I think the manager should have taken our order first before serving anyone else at the door? Also, I think the manager should have explained to us in a friendlier matter that the kitchen is very busy during lunch hours, and it may take a little longer than usual for the food to be serve, rather than ask us not to chase. As a customer, I think we should have the right to ask about our food when it isnt served on time. Moreover, it may sound tedious, but I think customers should have the final choice on how they want the food to be served, an assumption is not acceptable. Finally, I think its basic etiquette that a server should have to place food in the right position for their customers at a western restaurant.3. During the meal, we realized that we werent given napkins nor were we given bread for the whole meal. We chased another Chinese waitress for the bread, but were not responded with good attitude. The waitress acknowledged with the slightest nod and no smile on her face at all. Also, we chased her twice, but neither the napkins nor the bread came in the end.I would have expected that a restaurant under Dining Concepts should have sufficient training on how to act in a restaurant, even during the busiest hours. Its ok to forget something, but I would expect an apology and also a smile on her face?4. Finally, I highly appreciate that Dining Concepts will match our donation of $1 on our final bill, but I think it would be great if the manager could have explained to us the extra $1 on our bill first and not just handing it over (without a smile) and looking impatient.We had high expectations with restaurants under Dining Concepts, and we were glad that the food quality at Craftsteak wasnt bad. However, with the service provided, we believe theres definitely room for improvement and we hope we would not be getting the same level of service the next time we visit.', ""I have been to this restaurant quite a few times as I used to be addicted to their French Onion Soup (one of the most delicious ones I've tasted). I cannot believe that this restaurant would get so many negative comments as I have always loved this restaurant. However, I have only come during lunchtime and never for dinner. From what I can tell, the lunch is more expensive than other sets in Soho, but it is also much nicer in both presentation, taste and atmosphere.The restaurant is decorated very nicely with barn doors and mirrors to make it appear more spacious. It is very clean and hygienic and has a high-class look. The service is polite, nice and quite fast (at that time, there were only three tables with customers). Warm Mushroom and Spinach SaladThis dish was quite delicious, although it is hard to get it wrong. The spinach is fresh and plentiful, while the mushrooms tasted great, very juicy. There are also some slices of roasted peppers that worked very well with the rest of the dish. There was also a sauce, which although I cannot remember what it was, I can remember it had a slightly tangy taste to it. Craftsteak BurgerA very large burger! Be sure you are hungry when you order this dish (I was!). The bun was nicely toasted on the grill (as seen by the char marks). The actual beef itself was very juicy and a considerable amount, so I think it is worth the money. The bacon added a smokey flavor while the Swiss cheese mellowed the dish out. The only problem was that there was no way to eat the burger in one bite like that, so I had to split it in half to fit it in my mouth. However, I must say, this burger was very delicious and worth the calories. Pecan Pie with Maple Ice CreamThe pecan pie is served cold, which I didn't like as much. I prefer warm desserts, but I have never eaten pecan pie before and am unsure whether it should be served warm or cold. Nevertheless, it tasted very nice; the pecans were crunchy and sweet while the bottom layer was smooth, creamy and buttery. I did not really enjoy the crust as it was too 'buttery' and left a too-rich feeling in my mouth. The maple ice cream was delicious, although I would have preferred a stronger maple flavor.Overall, I believe Craftsteak is one of Soho's most excellent restaurants and, despite the bad claims, one must give it a try. As most people seem to have problems during dinnertime, I would suggest coming for lunch if possible.""",www.openrice.com/en/hongkong/restaurant/central-craftsteak/16648?tc=rvw2&con=rvw
142,Crazy Noodles,Central,Chinese,3.8,90.0,10.0,"Introduced by friends and went to try spicy Sichuan food for lunch! It is located in Stanley street in a commercial building. Lots of people already wait for lunch. Different mix of lunch set to choose, spicy soup/normal soup/ tomato soup noodles!!! 00noodle can add with drinks and snacks ! 0Sichuan spicy chicken with soya bean drink! 00we ordered ""light spicy"" already but... Still feel super HOT when eating. The pork and beef tastes good! 0we finally finished !!!'",www.openrice.com/en/hongkong/restaurant/central-crazy-noodles/536184?tc=rvw2&con=rvw
143,Cross Cafe,Causeway Bay,Chinese,2.8,80.0,0.0,"Trappist Dairy is a brand of milk from Hong Kong that originally came from the Trappist Monastery on Lantau Island in Hong Kong. But now they have since expanded to a major factory some where else. Along with the changing times, they have also expanded from just bottles to milk to now yogurt, flavored milks and now a cha chan teng. (English name: Cross Cafe) was originally in the Western District but now has expanded with a few other locations. The newest one is in Causeway Bay. As it's part of the Trappist Dairy, they offer the option of ordering a bottle of Trappist milk. They even have soft serve ice cream. That's pretty cool.0The restaurant is fairly big and has a retro design. Menu is in English and Chinese. There is no 10% service charge. But they didn't appear to have too many set meals. Mostly it was a la carte.0I ordered the macaroni in tomato ox-tail soup with black truffle scrambled egg and toast set ($62). The toast was buttered with bits of truffle as well. It was a bit too much truffle for my liking so it sort of made me shudder. The egg was scrambed ok. Fairly soft and fluffy.0This was really good. Portion size was huge. The tomato soup was rich and strong. It was more like a borscht. The macaroni was soft but not mushy. There were two pieces of lovely soft ox tail.0I upgraded my drink to a signature vanilla caramel milkshake for $18. This was just plain terrible and I should have just stuck to a regular drink instead of upgrading. Probably the best was the crispy pretzel and that was store bought. It was just ice and milk. There was no taste of vanilla. The small drizzle of caramel sauce was just not enough. Definitely skip this item. I don't know how this can be the signature.0Price was pretty steep for a cha chan teng. The macaroni dish was really good and I'd probably go back for that. But it wasn't cheap so I may go some where else. I came on a weekend so I wonder if they have more set meal options during the weekday? Or is this just an over priced cha chan teng?""",www.openrice.com/en/hongkong/restaurant/causeway-bay-cross-cafe/570114?tc=rvw2&con=rvw
144,Crystal Jade La Mian Xiao Long Bao,Admiralty,Chinese,3.5,138.0,0.0,"I went there for lunch with 3 other friends. Food quality was not bad. As I think they\'ve adjusted for the taste of HK people, the food there was not as sweet as the authentic Shanghai food that one can get in Shanghai.:Pretty good. Lots of soup inside and the skin was not too thick.Personally, I stilllike Ding Tai Fung\'s  better.:Very good. Not too sweet with big pieces of mushroom too.:Pretty good. I like the texture of the noodleswhich was prettychewy.:Very good. Yummy.:Pretty good. It\'s nicely done as the fried rice was dry enough. In terms of taste, it\'s just a little bit bland. Would be perfect with a pinch of salt or soya sauce or some dried ham.:Not bad. Pretty standard. Nothing special.:Pretty good. Not oily at all which was good. There\'s nothing I can complain about the food. Could have been a perfect place for lunch in Admiralty as pricing was not too high. Unfortunately, service was unbelievably terrible. When we were half way through the lunch, a young waitor in a pair of black plastic-framed glasses came to our table. His uniform was a bit different from the other waitors so maybe he\'s a supervisor or something. He checked our bill and said, ""has your food all arrived as you\'ve to return the table soon."" Then my friend said, ""your colleaguedidn\'t mention that we\'ve to return the table so quicklywhen we were seated. We still want to order dessert."" Then the young supervisor said in a pretty rude attitude, ""I\'m sure my colleague had already told you when you were seated."" Then my friend said, ""Your colleague actually didn\'t mention that."" To be honest, we would not argue if the receptionist did tell us to return the table but she really didn\'t as I was also there. Then the young waitor said in an even more rude manner, ""I\'m sure my colleague did tell you but I don\'t want to argue with you any more!"" He walked away and brought a few new customers in and arranged them to sit next to us. He then yelled loudly toall ofus in a sarcastic tone, Sorry to make you wait for soooooooo longggggg as other customers are not willing to leave.. To be honest, we all understood that we were not eating at the Four Seasons Hotel and we would return the table as soon as we finish our food. After all, we all had to head back to work right? But the young supervisor was way too rude especially the yelling in the end. He\'s so uncivilised.After all, Crystal Jades food is pretty good but it just needs to put more effort into training especially when they are opening more and more restaurants. Poor service could ruin the brand very quickly. I think that young supervisor with black plastic-framed glasses is urgently in need of further training before he can assume this supervisor/senior waitorrole.Receipt0Receipt'",www.openrice.com/en/hongkong/restaurant/admiralty-crystal-jade-la-mian-xiao-long-bao/110923?tc=rvw2&con=rvw
145,Crystal Jade La Mian Xiao Long Bao,Causeway Bay,Chinese,3.8,95.0,,"This is my first time visiting this Crystal Jade since they reopened their restaurant in WTC. The new location is on the 4th floor now and is smaller than their previous location on the 2nd floor. They still have a nice view of the harbor but the floor plan is now an L shape, which makes it harder to flag down a staff as you basically have to wait for them to walk by your area. Still, the restaurant is bright and airy which makes for a nice and comfortable place to have a meal.0We came here for lunch as we usually do. We like this location as there usually isn\'t any lines and the seating here is spacious and tidy. There were still plently of spots at 12:30pm so maybe people don\'t know that they have reopended already. The menu is still the same. For lunch, we usually like to order some appetizers and one of their handmade ""la mian"" noodles. On this day, we ordered the xiao lung bao, drunken chicken, and the la mian noodles with beef in spicy soup.Menu2MenuMenu0MenuMenu0MenuMenu0Menu1) Drunken Chicken ($60) - the drunken chicken came first. While I thought the temperature was a bit too cold even though it\'s supposed to be a cold dish, the flavor made up for it in that you can taste the Shaoxing wine but yet it was not overpowering. The wine was well soaked into the chicken meat and skin so it was quite flavorful in general. Only complaint is that the portion is a tad small for $60 bucks.Drunken Chicken0Drunken Chicken2) ""La Mian"" Noodles with Beef in Spicy Soup ($65) - beware this a 3 stars spicy! It\'s actually pretty spicy so only order this dish if you can usually eat spicy food. The bowl of noodle soup is actually big enough to share between 2 people or for 1 person if you do not order appetizers. The soup base for this noodle is similar to Szechuan beef in hot chili oil. The beef is soft and tender while the soup is spicy and numbing. The noodles are thin yet chewy and was cooked just right. It has also soaked up a bit of the spicy soup so it was yummy to eat. (A little trick I use to combat the spiciness to add a bit of the vinegar for the xiao lung bao to the soup. Actually made the soup really tasty!)\'\'La Mian\'\' noodles with beef in spicy soup0\'\'La Mian\'\' noodles with beef in spicy soup3) Steamed Pork Dumplings ""Shanghai"" Style ($36) - The xiao lung bao arrived piping hot. I love the xiao lung bao here and I think it\'s one of the best in HK - much better than Ding Tai Fung as I thought the ones at DTF were a bit small, skin was thicker, and with less soup. The ones here are all around excellent - decent in size, the skin is thin yet strong enough to hold the soup (never had an incident of spilling the soup because of ripped skin yet!), and lots of soup. The pork inside was soft and tender, and the soup was rich and flavorful.Steamed pork dumplings \'\'Shanghai\'\' style1Steamed pork dumplings \'\'Shanghai\'\' styleSee the soup?Steamed pork dumplings \'\'Shanghai\'\' style0Steamed pork dumplings \'\'Shanghai\'\' styleOverall, the dishes arrives very fast so it\'s perfect for a quick lunch or if you would like to take your time as well. The service is prompt and courteous, and the prices are reasonable for the atmosphere and cleaniness. You can also find a cheaper spot but sometimes it\'s worth to pay more so you can eat comfortably.'",www.openrice.com/en/hongkong/restaurant/causeway-bay-crystal-jade-la-mian-xiao-long-bao/149270?tc=rvw2&con=rvw
146,Crystal Jade La Mian Xiao Long Bao,Wan Chai,Chinese,3.6,70.0,0.0,"Before our Art Jamming lesson began, we decided to gather at Wanchai for a quick lunch first. Having no idea on what to eat, we decided to pick one restaurant randomly at Tai Yau Plaza and so here we went to Crystal Jade.1) Beancurd with Preserved Egg $40The Beancurd looked delicious but not as meticulously prepared as Shanghai Xiao Nan Guo Cuisine's. The Beancurd was icy but the texture was not particularly smooth. Taste wise the beancurd itself was tasteless but was delicious when go with the sauce, preserved egg and the shredded pork.tasty beancurd with shredded pork0tasty beancurd with shredded pork2) Noodles with Chicken and Preserved Vegetables $42I have no idea since when I had fallen for this dish, but it had become my must order dish in any Shanghainese restaurant, unless my companion of the night hate it.The chicken noodles was generally nice. I particularly love the smooth and meshy texture that the dish brought. The noodle bowl was like those rice in soup which the noodles was soaked until very soft. Perhaps it was the best food for babies since it was very easily chewable. The soup itself was pretty savoury and had a mild taste of chicken. The chicken was very tender and soft, the veggie on the other hand was fresh and chewy. The quantity was quite generous. Yummy!Nice chicken with soft noodles0Nice chicken with soft noodles3) Shanghai Steamed Pork Dumplings $28The steamed dumpling was not particularly nice, I bet many Shanghainese restaurant can offer much better dumplings than Crystal Jade did. The dumpling skin was quite thin, but there wasn't much soup within the dumpling. The meat was not savoury enough. Although it is one of the signature dish, I would not recommend it.Pretty much soupless dumplings0Pretty much soupless dumplings4) Ramen in Hot and Sour Soup $46Just by imagining the dish had already got four of us excited. It fulfilled two of our wishes, combining a main dish, noodles, and lovely hot and sour soup. The hot and sour soup was very savory! Simply by drinking the soup would make all of us totally satisfy. The spiciness and the sourness was made suitable, and there were lots of ingredients such as minced beef, spring onions and mushroom in the soup. The mushrooms were fat and fresh, and was extremly juicy and tasty with the essence of the soup fully concentrated into the mushroom. The noodles on the other hand was at normal chewy-ness, not particularly soft even after it was soaked in the soup for a while.delicious hot and spicy soup with al dente ramen0delicious hot and spicy soup with al dente ramen5) Fried Rice Flour Cake with Diced Ham, Corn and Vegetable Cube $58This dish waz quite interesting. The rice flour cake was diced to little cubes, as well as other ingredients in the dish. The taste in general was nice, it was in suitable saltyness. The rice flour cake was cooked until chewy, however the rice flour cake was not flesh at all. I have been having Shanghainese food since forever as my grandparents were both Shanghainese. Hence I would literally tell whether the rice flour cake source was nice or not, which unfortunately was a no for Crystal Jade. Rice Flour Cake not fresh at all0Rice Flour Cake not fresh at allIn general it was quite a good bargain to dine in Crystal Jade. The price was inexpensive and the portions was pretty generous. I was actually quite surprise by the tiny price difference between the appetizers and the main dish, perhaps they should adjust the price a bit? The food quality on the other hand was fine but not particularly nice, yet given the price and portion I wouldn't mind to dine here from time to time.www.cinnamon4coffee.blogspot.com""",www.openrice.com/en/hongkong/restaurant/wan-chai-crystal-jade-la-mian-xiao-long-bao/18394?tc=rvw2&con=recRvw
147,Crystal Sky,Wan Chai,Japanese,3.7,150.0,0.0,"This place is alwaysbustling during lunch time so we were very happy to find a table upon arrival with no reservation. There are a range of different lunch set options, a lot of them less than HK$100 each, with fresh sushi/sashimi, udon noodles and the like. My favorite is always the avocado salad, and the tiny cups of steamed eggs with fresh seafood in them are just the best kind of comfort food. The seafood tempura are always a good choice--sizzling with oil on top, the crispy outside and the fresh juicy seafood on the inside are best enjoyed fresh from the kitchen. The service seems a little rushe and no-frills--the orders came slowly and at different times, and it took a couple of tries to get water refilled, but then, for a quick lunch, it's acceptable. The place is dark, so when it's a million degrees and incredibly sunny outside in Wanchai, it's a nice spot to hide from all the heat and enjoy a Japanese food fix.""",www.openrice.com/en/hongkong/restaurant/wan-chai-crystal-sky/506567?tc=rvw2&con=recRvw
148,Cuisine Cuisine,Central,Chinese,4.2,275.0,0.0,"I came here for business lunch this time. Not sure whether the waitresses were too busy or what, I heard some of them shouting quite loudly at the guests quite a number of times.Crab meat soup in pumpkin0Crab meat soup in pumpkinThe first course was a soup which looked very pleasant to the eyes. There were quite some crab meat and the soup was very clear. It was like a mini  where you could peel off the steamed pumpkin from the skin yourself. Nice soup indeed.Suckling pig crackling with foie gras & crispy rice, scallops with fried eggs & black truffle, fish and fried rice...0Suckling pig crackling with foie gras & crispy rice, scallops with fried eggs & black truffle, fish and fried rice...The second course was quite creative with 4 types of food served on a single plate. When it was served to me, it looked so appealing!The suckling pig crackling with foie gras and crispy rice was pretty creative with double crispy textures together with the smooth foie gras. There was no feeling of oilyness when I finished it.The scallops and fried eggs were ok and were so rich in black truffle flavour.There were quite some fish fillets and they were ok. My complaint would be that there were too little vegetables.The fried rice pyramid looked so cute. The fried rice were done ok but not particularly outstanding.Coffee jelly & red bean paste cake0Coffee jelly & red bean paste cakeThe desserts were comparatively less pleasing, although the coffee jelly did have a very strong flavour of coffee and was so refreshing while the red bean paste cake had quite some red beans inside. They didn't seem to be overly sweet.Overall, the soup and the mains were pretty creative which left me a good impression of their food."", 'Situated in the center of IFC Mall = convenient for lunch during shopping or after a visit to the cinema Quality of the food = I love the lunch set but its not cheap at HK$500/person +10%The service is good so no complain. Deco is nice you can see the views of the harbour from the floor to ceiling glasses which is spacious and bright. During the weekday lunch set, the cheaper version allows you to choose two main dishes and either fried rice or friend noodle. I love the desert, not too sweet.'",www.openrice.com/en/hongkong/restaurant/central-cuisine-cuisine/13359?tc=rvw2&con=rvw
149,Cuisine Royale,Wan Chai,Chinese,4.6,100.0,0.0,"Excellent quality dim sum. Busy, crowded place. Convenient for people with cars. Boiled spinach  was terrible and service was average, but nothing spectacular. Chicken ginger steamed bun REALLY good. Congee also very smooth and full of flavour, but some random fish fell into my beef congee. Comfortable seating with linen tablecloths. 0Chicken ginger steamed bun$ 200Chicken ginger steamed bun$ 20Homemade chiu chow dumpling0Homemade chiu chow dumplingChicken ginger steamed bun0Chicken ginger steamed bunChicken ginger bun0Chicken ginger bun0Meatball$ 210Meatball$ 21Boiled spinach$ 300Boiled spinach$ 30Beef congee$ 310Beef congee$ 31Beef congee$ 310Beef congee$ 31'",www.openrice.com/en/hongkong/restaurant/wan-chai-cuisine-royale/38175?tc=rvw2&con=recRvw
150,Curry Bee,Causeway Bay,Japanese,3.7,80.0,,"We started lunch at 1230pm on a weekday and there was no queue for a table, until about 1pm. I ordered a set meal that comes with salad and miso soup for extra $15. The salad is ok but the miso soup is bland, without any taste of miso so I didn't drink it. I like my Japanese curry to be a bit spicy and not too sweet and Bee nailed it. The pork cutlet is crispy on the outside and quite tender inside, quality is decent for the price. If you are shopping in CWB and just want a quick meal, this place is worth a visit.Pork Cutlet Curry rice 0Pork Cutlet Curry rice"", ""We started lunch at 1230pm on a weekday and there was no queue for a table, until about 1pm. I ordered a set meal that comes with salad and miso soup for extra $15. The salad is ok but the miso soup is bland, without any taste of miso so I didn't drink it. I like my Japanese curry to be a bit spicy and not too sweet and Bee nailed it. The pork cutlet is crispy on the outside and quite tender inside, quality is decent for the price. If you are shopping in CWB and just want a quick meal, this place is worth a visit.Pork Cutlet Curry rice 0Pork Cutlet Curry rice""",www.openrice.com/en/hongkong/restaurant/causeway-bay-curry-bee/487252?tc=rvw2&con=rvw
